FY,FY_StartYear,Stage,Component,Sector,Ministry,Scheme,Allocation_Cr
2021-2022,2021,Actuals,Revenue,Demand No. 24,Ministry of Earth Sciences,"Research, Education and Training Outreach (REACHOUT)",56.34
2021-2022,2021,Actuals,Revenue,Demand No. 24,Ministry of Earth Sciences,Deep Ocean Mission (DOM),119.03
2021-2022,2021,Actuals,Revenue,Demand No. 25,Department of School Education and Literacy,National Award to Teachers,0.8
2021-2022,2021,Actuals,Revenue,Demand No. 25,Department of School Education and Literacy,Pradhan Mantri Innovative Learning Programme (DHRUV),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 25,Department of School Education and Literacy,National Means cum Merit Scholarship Scheme,251.98
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Research Professors,0.38
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,"Establishment of multi disciplinary research universities including Central University of Himalayan Studies (CUHS), creation of Centres of Excellence and National Centre for Excellence in humanities",0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Higher Education Financing Agency (HEFA),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,World Class Institutions,1046.31
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Prime Minister's Girls' Hostel,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Indian Knowledge Systems,10.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Glue Grant for Higher Education Institutes,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Interest Subsidy and contribution for Guarantee Funds,1385.21
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Scholarship for College and University students,191.96
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Special Scholarship Scheme for Jammu and Kashmir,184.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,PM Uchchatar Shiksha Protsahan (PM-USP) Yojna,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,PM Research Fellowship,111.19
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Mission in Education Through ICT,85.51
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Setting up of virtual classrooms and massive open online courses (MOOCs),80.33
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,e-shodh Sindhu,150.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Higher Education Statistics and Public Information  System (HESPIS),2.06
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Digital Library,4.88
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Academic Depository,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,PM e-Vidya,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Academic Bank of Credits (ABC),28.79
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Inititative for Design Innovation,4.47
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Startup India Initiative in Higher Educational Institutions,29.32
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Unnat Bharat Abhiyan,6.55
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Implementation of the IMPRINT Research Initiative (Impacting Research Innovation and Technology),3.54
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Impactful Policy Research in Social Science (IMPRESS),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Scheme for Promotion of Academic and Research Collaboration (SPARC),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Scheme for Transformational and Advanced Research in Sciences (STARS),10.56
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Multidisciplinary Education and Research Improvement in Technical Education-EAP (MERITE),2.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Pandit Madan Mohan Malviya National Mission on Teachers and Teaching,23.38
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Institutional Ranking Framework,3.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Global Initiative for Academic Network (GIAN),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Technical Education Quality Improvement Programme of Government of India (EAP),34.68
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Programme for Apprenticeship Training,96.75
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,National Apprenticeship Training Scheme (NATS),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Study in India,15.0
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Planning Administration and Global Engagement,61.48
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,ASEAN Fellowship,1.03
2021-2022,2021,Actuals,Revenue,Demand No. 26,Department of Higher Education,Education Services-Internationalization of Higher Education,95.65
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Electronic Governance,312.39
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Manpower Development,272.26
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,National Knowledge Network,500.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,"Promotion of Electronics and IT HW Manufacturing  (MSIPS, EDF and Manufacturing Clusters)",1193.02
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,PLI for Large Scale Electronics and IT Hardware,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Promotion of IT/ITeS Industries,69.8
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Cyber Security Projects,310.51
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,R and D in IT/Electronics/CCBT,502.04
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA),300.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Promotion of Digital payment,1044.34
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Champion Service Sector Scheme,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Capacity Building and Skill Development Scheme,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Modified Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 27,Ministry of Electronics and Information Technology,Production Linked Incentive Scheme (PLI),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Forestry Training and Capacity Building,4.96
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Eco-Task Force,110.0
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Environmental Knowledge and Capacity Building,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Coastal Mission (NCM),27.79
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Hazardous Substances Management (HSM),4.9
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Climate Change Action Plan,24.91
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Adaptation Fund,59.78
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,35.5
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environmental Education, Awareness and Training",54.54
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Environment Information Systems (ENVIS),27.16
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",R and D for Conservation and Development,6.21
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environment Education, Awareness, Research and Skill Development",0.0
2021-2022,2021,Actuals,Revenue,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Control of Pollution,406.7
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Bhutan,1203.14
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Afghanistan,166.37
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Bangladesh,219.53
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Nepal,446.43
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Sri Lanka,48.56
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Maldives,246.1
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Myanmar,598.25
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Mongolia,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,African Countries,141.92
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Eurasian Countries,83.96
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Latin American Countries,37.69
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Other Developing Countries,83.7
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Disaster Relief,0.76
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Chabahar Port,100.0
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Mauritius,839.16
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Seychelles,18.46
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Support to International Training/Programmes,262.45
2021-2022,2021,Actuals,Revenue,Demand No. 29,Ministry of External Affairs,Aid for Cultural & Heritage Project,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,National Investment and Infrastructure Fund (NIIF),1.36
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,Viability Gap Funding,29.77
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,Indian Companies,170.95
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,Exim Bank,914.75
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,Lines of Credit under Indian Development and Economic Assistance Scheme (IDEAS),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 30,Department of Economic Affairs,India Infrastructure Project Development Fund (IIPDF),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Public Sector Banks,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Public Sector Banks (through Bonds),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Subscription to the Share Capital of Export-Import Bank of India,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Insurance Companies,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Subscription to Share Captial of National Bank for Agricultural and Rural Development (NABARD),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Recapitalization of Regional Rural Banks (RRBs),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Equity Support to Industrial Finance Corporation of India (IFCI),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Grants to ICICI Bank for Externally Aided Components,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Contribution to Financial Inclusion Fund (FIF) of NABARD to promote AADHAR Enabled Payment System,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Grants to NABARD to settle the claims under Indo-Swiss Cooperation-VI,0.84
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Subsidy to National Housing Bank for Interest Subvention on Housing Loans,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Redemption of Securities issued to Stressed Assets Stablization Fund (SASF),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Grant to National Bank for Financing Infrastructure and Development,5000.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Government Co-contribution to Atal Pension Yojana,203.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Interest Subsidy to LIC for Pension Plan for Senior Citizens,49.16
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Jeevan Jyoti Bima Yojna and Pradhan Mantri Suraksha Bima Yojna (Publicity and Awareness),1.06
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Loan Guarantee Scheme for Covid Affected Sectors (LGSCAS),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Vaya Vandan Yojana (PMVVY),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Pradhan Mantri Mudra Yojana (PMMY)(through NCGTC),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Publicity and awareness for Pradhan Mantri Mudra Yojana (PMMY) and other initiatives by MUDRA Ltd.,0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Credit Guarantee Scheme for Micro Finance Institutions (CGSMFI),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Stand-Up India (through NCGTC),100.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Publicity and awareness for Stand-Up India and other initiatives by SIDBI,5.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Subsidy to small Industries Development Bank of India (SIDBI) on Interest Subvention of 2 percent for prompt repayment of Shishu Loans (subsidies),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Capital Support to National Bank for Financing lnfrastructure and Development( NaBFID),0.0
2021-2022,2021,Actuals,Revenue,Demand No. 32,Department of Financial Services,Compounded interest support scheme for loan moratorium,1832.72
